, sentimen,label,clean_teks
8098,"mau melihat bandung dari atas ? nah ini tempat nya walaupun harga nya sedikit mahal , ya wajar secara di hotel berbintang . tempat nya mewah banget untuk foto-foto atau nongkrong bareng teman , atau mau rapat bareng klien juga ini tempat cocok",0,bandung nya harga nya mahal ya wajar hotel bintang nya mewah banget fotofoto nongkrong bareng teman rapat bareng klien cocok
8099,keluarga besar tubagus chasan bangga pada pasangan jokowi dengan ruf,0,keluarga tubagus chasan bangga pasang jokowi ruf
8100,"handphone xiaomi masih baru tapi keyboard suka hilang , jelek !",2,handphone xiaomi keyboard suka hilang jelek
8101,"asli loh kaget ! biasanya tidak pernah absen , selalu ada foto bung karno terus kenapa sekarang mendadak dampingan dengan kyai mbah moen ya ?",1,asli loh kaget absen foto karno dadak damping kyai mbah moen ya
8102,"tempat nya bersih dan rapi , terletak di belokan jalan . harga makanan nya ekonomis , untuk rasanya cukup enak buat lidah saya . menu cukup bervariasi",0,nya bersih rapi letak belok jalan harga makan nya ekonomis enak lidah menu variasi
8103,"bakso malang nya dan kuah yang enak . ada batagor nya . sangat terkenal karena rasanya . tempat nya kecil , sempit dan agak pengap bagian dalam . kurang enak untuk berlama lama dan bersantai . lagipula bau dari batagor dan baso nya akan menempel di baju kita apabila berlama lama di sana .",0,bakso malang nya kuah enak batagor nya kenal nya sempit pengap enak lama santa lagipula bau batagor baso nya tempel baju lama
8104,"baru menemukan satu bni yang pewangi ruangan nya butiran biji kopi , wangi nya niqmat .",0,temu bni wangi ruang nya butir biji kopi wangi nya niqmat
8105,"lagi ada promo harddisk eksternal 2 tb 2.000 gb murah banget , langsung cek di tokopedia thumbsup",0,promo harddisk eksternal tb gb murah banget langsung cek tokopedia thumbsup
8106,nike mengeluarkan produk sepatu terbaru nya,1,nike keluar produk sepatu baru nya
8107,"pada ahir nya bersimpuh dikaki b mega . pada butuh koalisi dengan . sorga ditelapak kaki ibu mega . selamat , bu mega tetap menang .",0,ahir nya simpuh kaki bb mega butuh koalisi sorga telapak kaki mega selamat bu mega menang
8108,"ke sini hari minggu sama keluarga , tempat nya sepi , enak , bersih , adem , yang jelas masakan nya enak , mencoba sate maranggi empuk banget paru nya juga empuk dan enak , tempe mendoan mantep , dan yang jelas murah meriah harga nya",0,minggu keluarga nya sepi enak bersih adem masakan nya enak coba sate maranggi empuk banget paru nya empuk enak tempe mendoan mantap murah riah harga nya
8109,"mccf singkatan dari mulia cirebon orang cina makanan . kantin ini menyediakan chinese food yang disimplifikasi . fitur utama nya rasa yang lumayan dan porsi besar , cocok untuk pangsa pasar mahasiswa yang menjadi target market nya . saya pribadi kurang suka .",2,mccf singkat mulia cirebon orang cina makan kantin sedia chinese food simplifikasi fitur utama nya lumayan porsi cocok pangsa pasar mahasiswa target market nya pribadi suka
8110,kamu kompas mengabarkan berita yang tidak berbobot banget sih . anjing lu .,2,kompas abar berita bobot banget sih anjing
8111,"sepertinya ini satu-satunya mal terlengkap dengan barang-barang bermerek di bandung . mal ini cocok banget buat jalan-jalan santai , karena desain nya yang ala-ala eropa jadi kesan nya unik , banyak spot-spot untuk foto-foto . kalau ke sini menyiapkan dompet yang tebal jaga-jaga kalau tergoda buat belanja barang-barang bermerek yang terkenal dengan harga nya yang lumayan menguras kantong oh iya , selain banyak toko barang-barang bermerek di sini juga banyak resto .",0,satusatunya mall lengkap barangbarang merek bandung mall cocok banget jalanjalan santai desain nya alaala eropa kesan nya unik spotspot fotofoto dompet tebal jagajaga goda belanja barangbarang merek kenal harga nya lumayan uras kantong oh iya toko barangbarang merek resto
8112,"sudah lama ingin mencoba kafe ini , bentuk bangunan mengadopsi arsitektur jawa tanpa menggunakan ac . desain kafe lumayanlah cukup nyaman untuk nongkrong . menu bervariasi dengan harga sedang dalam ukuran kecil jadi terasa mahal . kami pesan mie godog jawa dan bubur kacang hijau rasanya enak .",0,coba kafe bentuk bangun adopsi arsitektur jawa ac desain kafe lumayan nyaman nongkrong menu variasi harga ukur mahal pesan mie godog jawa bubur kacang hijau enak
8113,"restoran ini terletak di dago atas , salah satu restoran dengan menu terlengkap yang ada di dago atas . mulai dari makanan indonesia sampai makanan eropa . parkiran cukup luas .",0,restoran letak dago salah restoran menu lengkap dago makan indonesia makan eropa parkir luas
8114,adit kamu belum bisa berbuat apa-apa buat bangsa ini kuliah saja belum lulus belum bisa bantu orang tua bacot lu seperti tahi kayak warna almamater nya najis bin setan mahasiswa moral nya kayak pasukan nasi bungkus .,2,adit buat apaapa bangsa kuliah lulus bantu orang tua bacot tahi warna almamater nya najis bin setan mahasiswa moral nya pasu nasi bungkus
8115,"terkenal dengan pisang keju nya , keju yang banyak membuat hidangan menjadi menarik gurih . pilihan menu cukup beragam juga , mulai dari indomie sampai pisang bakar , patut dicoba",0,kenal pisang keju nya keju hidang tarik gurih pilih menu agam indomie pisang bakar patut coba
8116,ken-ken bisul di ruko grand eastern jalan : pasir - kaliki . sate port nya luar biasa . juga makanan laun yang dari port nya tak ada dua di kota bandung .,0,kenken bisul ruko grand eastern jalan pasir kaliki sate port nya makan laun port nya kota bandung
8117,"cukup mudah mencari lokasi ini , tinggal mengikuti saja arah ke tebing keraton . nanti di kiri jalan terlihat parkiran mobil yang cukup banyak , disitulah tempat kafe ini . rasanya kafe ini memang jarang sepi , banyak sekali pengunjung . tempat nya memang menakjubkan , dengan pemandangan taman hutan raya bandung . segar sekali rasanya , cocok untuk melepas penat dari kesibukan .",0,mudah cari lokasi tinggal ikut arah tebing keraton kiri jalan parkir mobil situ kafe kafe jarang sepi unjung nya takjub pandang taman hutan raya bandung segar cocok lepas penat sibuk
8118,go send mulai aktif di cirrebon .,1,go kirim aktif cirrebon
8119,"hotel keren dengan konsep turun ke bawah bukan naik . unik sekaligus top markotop . makanan nya endus , jacuzzi nya menyamann . hotel yang direkomendasikan banget deh",0,hotel keren konsep turun unik top markotop makan nya endus jacuzzi nya menyamann hotel rekomendasi banget deh
8120,beredar rumor dimasyarakat dan ogah nya partai merapat ke demokrat karena sekjen demokrat ikut tambahan meikarta,1,edar rumor masyarakat ogah nya partai rapat demokrat sekjen demokrat tambah meikarta
8121,"baru di era presiden jokowi wakil rakyat yang nota bene wakil ketua dpr selalu menyerang presiden , pemerintah tidak bikin adem negri tapi malah bikin panas . bubarkan saja dpr rakyat tidak perlu wakil yang brengsek .",2,era presiden jokowi wakil rakyat nota bene wakil ketua dpr serang presiden perintah bikin adem negeri bikin panas bubar dpr rakyat wakil brengsek
8122,ade armando bikin meme jijik pakai topi santa . pngacara fpi meradang,1,armando bikin meme jijik pakai topi santa pngacara fpi radang
8123,"mumpung sedang di bandung , saya mampir ke restoran yang punya ulasan bagus ini . the valley ini agak sulit ditemukan karena posisi nya bukan di jalan besar . buat saya yang datang ke sana di malam minggu awal bulan , menuju restoran ini benar-benar cobaan karena macet nya yang enggak ketulungan dan tempat parkir nya pun ramai . semua terbayar setelah duduk di meja yang terletak di antara pemandangan indah dan menakjubkan .",0,mumpung bandung mampir restoran ulas bagus the valley sulit temu posisi nya jalan malam minggu restoran benarbenar coba macet nya ketulungan parkir nya ramai bayar duduk meja letak pandang indah takjub
8124,enak dan tempat nya juga nyaman . buat harga nya rada mahal . terus mungkin kekurangan nya tempat parkir nya kecil,0,enak nya nyaman harga nya rada mahal kurang nya parkir nya
8125,"hindu anjing , hindu setan , hindu babi , hindu tidak punya hati , di hindu sekarang , agar aku bawa tank aku hancurkan kepala patung kalian yang kau anggap tuhan , biar tuhan kau tidak bisa apa-apa apalagi membalas kau .",2,hindu anjing hindu setan hindu babi hindu hati hindu bawa tank hancur kepala patung kau anggap tuhan biar tuhan kau apaapa balas kau
8126,"untuk pertemuan ngobrol santai maupun bisnis , tempat ini cukup representatif dan menyenangkan . suasana nya tenang dan menyenangkan . tempat nya tidak terlalu besar , begitu juga daya tampung untuk parkir mobil . menu cukup bervariasi , dari menu utama hingga sekedar camilan . begitu juga dengan menu minuman nya .",0,temu ngobrol santai bisnis representatif senang suasana nya tenang senang nya daya tampung parkir mobil menu variasi menu utama dar camil menu minum nya
8127,sarapan di tempat ini cukup menyenangkan . rasanya sangat enak walaupun variasi nya kurang banyak . yang saya tidak bisa lupa adalah pancake dan wafel . sangat lezat .,0,sarap senang enak variasi nya lupa pancake wafel lezat
8128,"tempat ini terletak di kawasan perumahan , namun sangat dekat dengan jalan utama , yaitu gatot subroto . letak restoran ini juga tidak jauh dari kawasan terpadu trans studio mal . terdapat beberapa perkantoran sehingga saat makan siang , terdapat banyak karyawan yang berkunjung . makanan di sini enak-enak dan hemat di kantong . sistem prasmanan yang dapat disesuaikan dengan porsi dan anggaran masing-masing . yang paling khas adalah . lanjutan",0,letak kawasan rumah jalan utama gatot subroto letak restoran kawasan padu trans studio mall kantor makan siang karyawan kunjung makan enakenak hemat kantong sistem prasmanan sesuai porsi anggar masingmasing khas lanjut
8129,6 hari yang melelahkan tidak berbuah manis,2,lelah buah manis
8130,"tempat nya nyaman buat nongkrong dan ngobrol . makanan nya makanan barat , tapi ada pasta juga.mil khaki nya enak .",0,nya nyaman nongkrong ngobrol makan nya makan barat pasta jugamil khaki nya enak
8131,kopi kapal api makin ke sini rasanya makin kurang hamud,2,kopi kapal api hamud
8132,jika sudah tidak boleh lagi jadi cawapres 2019 .,1,cawapres
8133,"tempat ini benar benar sangat bagus buat pasangan yang ingin makan malam atau fine dinning . makanan di sini biasa saja , namun yang menjadi paling favorit merupakan suasana dan view nya yang bagus .",0,bagus pasang makan malam fine dinning makan favorit suasana view nya bagus
8134,"penasaran kan the peak ? bagi para wisatawan khusus nya dalam negeri tidak usah bingung cari tempat berkumpul bersama keluarga dan pasangan anda di sini menyajikan menu yang bisa kita makan dan minum di mal , plaza , atau restoran lainnya yang bikin betah nih suasana nya khusus nya mulai jam 7.30 malam sampai jam 12 sangat luar biasa kita bisa lihat kota bandung .",0,penasaran the peak wisatawan khusus nya negeri bingung cari kumpul keluarga pasang saji menu makan minum mall plaza restoran bikin betah nih suasana nya khusus nya jam malam jam lihat kota bandung
8135,"kata nya original dan baru , tapi pas dipakai , tidak bisa penuh , dinas semalaman pun indikator tidak hujan , malah orang kedap kedip .",2,nya original pas pakai penuh dinas malam indikator hujan orang kedap kedip
8136,"restoran dengan konsep alam , makanan paling favorit adalah nasi liwet ayam jamur dan tempe mendoan , dijamin ketagihan . bisa pilih mau makan di tempat lesehan atau di meja dengan pemandangan alam .",0,restoran konsep alam makan favorit nasi liwet ayam jamur tempe mendoan jamin tagih pilih makan leseh meja pandang alam
8137,"jangan suka menyakiti , kalau memang tidak mau disakitin cewek lalu galau",2,suka sakit disakitin cewek galau
8138,"saya makan di paskal hypersquare . saya order sate kambing campur . to be honest , rasanya disaster . plus harga nya rp 55,000 / porsi cukup berlebihan harga . kecewa berat dan tidak akan repeat .",2,makan paskal hypersquare order sate kambing campur be jujur disaster plus harga nya rupiah porsi harga kecewa berat ulang
8139,agaricpro merupakan produk herbal madu terfermentasi yang multikompleks khasiat nya karena merupakan kombinasi dari berbagai tumbuhan herbal,1,agaricpro produk herbal madu fermentasi multikompleks khasiat nya kombinasi tumbuh herbal
8140,terbantu,0,bantu
8141,"pilihlah malam hari agar suasana nya lebih terasa . beberapa menu seperti chicken gordon blue , steak tenderloin atau sirloin bisa dicoba . enak biarpun cukup mahal . tapi puas",0,pilih malam suasana nya menu chicken gordon blue steak tenderloin sirloin coba enak biarpun mahal puas
8142,kebijakan dari orang gembel ya hasil nya juga gembel .,2,bijak orang gembel ya hasil nya gembel
8143,"kepo kepoo ! seperti biasa menjelang hari h mci korea trip , hotel sudah di publish dan . pasti nya tidak mengecewakan dong . mi gitu loh ! yes bukan mi nama nya kalau tidak selalu pelayanan",0,kepo poo jelang h mci korea trip hotel publish nya kecewa mi loh ya mi nama nya layan
8144,shimizu pompa sumur dangkal ps - 128 bit,1,shimizu pompa sumur dangkal ps bit
8145,"cukup jauh dari pusat kota bandung . suasana di sini beda dari yang lain , pertama daftar di front office atau upaya nama nya lupa hehe , terus dikasih nomer saung nya , dan jika memesan kita memanggil pelayan dengan menggunakan pentungan . makanan nya biasa saja sih harga nya di atas standar . services nya kena double order padahal hmm . teliti lagi ya mas",0,pusat kota bandung suasana beda daftar front office upaya nama nya lupa hehe kasih nomor saung nya mes panggil layan pentung makan nya sih harga nya standar services nya kena double order hmm teliti ya mas
8146,"kafe ini sering dijadikan tempat acara nonton bareng bola . saya beberapa kali pernah ke sini karena selalu menemani pasangan saya yang ikut nobar . menurut saya tempat ini biasa saja , baik dari segi dekorasi , pelayanan dan makanan / minuman . pelayan di sini tidak terlalu ramah dan menebar senyuman kepada tamu yang datang , mereka juga tidak mempersilahkan tamu untuk duduk .",2,kafe jadi acara nonton bareng bola kali tani pasang nobar segi dekorasi layan makan minum layan ramah tebar senyum tamu silah tamu duduk
